ALDH1A1	NP_000680.2
RPP21	NP_079115.1
EZR	NP_003370.2
UGGT1	NP_064505.1
UGGT2	NP_064506.3
MTMR6	NP_004676.3
MTMR9	NP_056273.2
MTMR7	NP_004677.3
EIF2B3	NP_065098.1
SEMA4A	NP_071762.2
HAVCR1	NP_036338.2
EME1	NP_001159603.1
HNF1A	NP_000536.5
PPP1R11	NP_068778.1
NDUFA13	NP_057049.5
ZNF496	NP_116141.1
FXYD7	NP_071289.1
LEF1	NP_057353.1
ARHGAP18	NP_277050.2
C15orf23	NP_150628.3
IVD	NP_002216.2
DAZ3	NP_065097.2
IL28A	NP_742150.1
ROBO4	NP_061928.4
CBX2	NP_005180.1
FRMPD4	NP_055543.2
DOCK10	NP_055504.2
ARL6IP4	NP_061164.2
POLR1D	NP_057056.1
ARID4B	NP_057458.4
KLF16	NP_114124.1
ALG2	NP_149078.1
LRP4	NP_002325.2
TSKS	NP_068379.1
TMCO7	NP_078838.1
RNF34	NP_919247.1
MTX1	NP_002446.2
MTX2	NP_006545.1
SP140	NP_009168.4
C14orf166	NP_057123.1
USP9X	NP_001034679.2
ANP32B	NP_006392.1
POLR2D	NP_004796.1
BZRAP1	NP_004749.2
CAP2	NP_006357.1
CNDP1	NP_116038.4
CNDP2	NP_060705.1
DGCR8	NP_073557.3
EMID1	NP_597712.2
FBXO21	NP_296373.1
FCGR3B	NP_000561.3
EIF3M	NP_006351.2
GNB4	NP_067642.1
POLA2	NP_002680.2
ASCC1	BAC04299.1
MPHOSPH10	NP_005782.1
IMP4	NP_219484.1
KIAA0664	NP_056044.3
SSPO	NP_940857.2
TTC28	NP_001138890.1
DDN	NP_055901.2
TSEN15	NP_443197.1
TSEN34	NP_076980.2
MED18	NP_060108.2
PLXNA4A	BAC04587.1
MICAL2	NP_055447.1
MYLIP	NP_037394.2
MYL12B	NP_291024.1
GALNT14	NP_078848.2
MUC13	NP_149038.2
TCP10L	NP_653260.1
NAV1	NP_065176.3
FEM1A	NP_061178.1
UCHL5	NP_057068.1
C3orf63	NP_001106207.1
RRAGA	NP_006561.1
NOL8	NP_060418.4
SEMA6D	NP_705871.1
SPAG7	NP_004881.2
ERP44	NP_055866.1
TFCP2L1	NP_055368.1
UBP1	NP_055332.3
HAUS7	NP_996990.1
UPK1A	NP_008931.1
UPK2	NP_006751.1
DNAJC30	NP_115693.2
RAB3GAP1	NP_036365.1
WDR7	NP_056100.2
YOD1	NP_061036.3
ZMYM6	NP_009098.3
DYNC2LI1	NP_057092.2
DYNC2H1	NP_001073932.1
DBF4B	NP_079380.1
EXOSC3	NP_057126.2
NPNT	NP_001028219.1
ITGA8	NP_003629.1
GNG10	AAH48318.1
SF3B2	NP_006833.2
ABCB8	BAA92038.1
IMP3	NP_060755.1
NOB1	NP_054781.1
MAP1LC3B	NP_073729.1
EIF1	NP_005792.1
HELZ	NP_055692.2
CDH8	NP_001787.2
HEATR1	BAC05261.1
WAPAL	AAO14651.1
CNPY2	NP_055070.1
SCN3B	NP_060870.1
PINK1	NP_115785.1
GRHL3	NP_067003.2
GRHL2	NP_079191.2
ULK2	NP_055498.3
DZIP3	NP_055463.1
PHACTR3	NP_542403.1
TSEN2	NP_079541.1
ATL2	NP_001129145.1
ARL6IP6	NP_689735.1
TUBGCP4	NP_055259.2
MIF4GD	NP_065730.2
CASC5	NP_733468.2
ARHGEF17	NP_055601.2
SAP130	NP_078821.2
EIF2AK1	NP_055228.2
PARP9	NP_113646.2
SMG7	AAH36381.1
TXNL4B	NP_060323.1
AGR3	NP_789783.1
LYPD3	NP_055215.2
BAHCC1	NP_001073988.1
SARNP	NP_149073.1
RAPH1	NP_998754.1
FMNL3	NP_783863.4
GCC2	NP_852118.1
GEM	NP_005252.1
INHBE	NP_113667.1
KIAA0182	NP_055430.1
ATXN7L1	AAH03517.2
IFT140	NP_055529.2
AMIGO1	NP_065754.2
AMIGO2	NP_862830.1
AMIGO3	NP_942015.1
ZNFX1	NP_066363.1
TCF7L1	NP_112573.1
KIAA1598	NP_001120683.1
ZFAND2B	NP_620157.1
LRRC8D	NP_060573.2
CDHR2	NP_060145.2
MBD5	NP_060798.2
NIP7	NP_057185.1
HCK	NP_002101.2
OR4F6	NP_001005326.1
MUC2	NP_002448.2
PLEKHM1	NP_055613.1
CEP57	NP_055494.2
BRSK2	BAD18671.1
MOBKL1B	NP_060691.2
SYT14	NP_694994.2
SYT16	NP_114120.2
CTNNA3	NP_037398.2
ATP6V1D	NP_057078.1
CBY1	NP_056188.1
UACA	NP_060473.2
USP47	NP_060414.3
GLCCI1	NP_612435.1
CHMP1B	NP_065145.2
CTNNBIP1	NP_064633.1
VPS4B	NP_004860.2
SCAPER	NP_065894.2
ZNF33A	NP_008885.1
APC2	NP_005874.1
CDH16	NP_004053.1
GALNT10	NP_938080.1
GALNT12	NP_078918.3
KHK	NP_000212.1
ELL2	NP_036213.2
CRCP	NP_055293.1
MT1G	NP_005941.1
GALNT11	NP_071370.2
AJAP1	NP_061324.1
FNDC5	NP_715637.1
MICA	NP_000238.1
NXPH2	NP_009157.1
SYT13	NP_065877.1
KLHL20	NP_055273.2
DIO3	NP_001353.4
CAPZA3	NP_201585.1
CAPZA2	NP_006127.1
ZMYND19	NP_612471.1
NEURL2	NP_542787.1
HNRNPA0	NP_006796.1
DIMT1L	NP_055288.1
HIST1H4F	NP_003531.1
SOX17	NP_071899.1
TPD52L2	NP_955392.1
OTOG	BAC87330.1
POLR3C	NP_006459.3
NT5M	NP_064586.1
TMED10	NP_006818.3
KLC2	NP_073733.1
MAPRE2	NP_055083.1
WHSC2	NP_005654.3
CACHD1	NP_065976.2
TIMM50	NP_001001563.1
CSTB	NP_000091.1
COX4I2	NP_115998.2
IL2RA	NP_000408.1
CST7	NP_003641.3
DDX56	NP_061955.1
NUP37	NP_076962.2
NUP43	NP_078923.3
SATB2	NP_056080.1
GRHL1	NP_055367.2
CDK14	NP_036527.1
ZC3H7B	NP_060060.3
PTBP2	NP_067013.1
ST6GAL2	NP_115917.1
HIBADH	NP_689953.1
CTDSPL	BAA21667.1
TPRKB	AAN76356.1
NTNG1	NP_001106697.1
LRRC4C	NP_065980.1
KIAA0319	NP_055624.2
NMT1	NP_066565.1
SIK2	NP_056006.1
SERPIND1	NP_000176.2
AARS2	NP_065796.1
MIOX	NP_060054.4
BAHD1	NP_055767.3
SLC39A11	NP_001153242.1
C10orf35	NP_660349.1
TOX4	NP_055643.1
C9orf86	NP_078994.3
CANT1	NP_620148.1
CEPT1	NP_006081.1
CSNK1A1L	NP_660204.1
TMEM222	NP_115501.2
PDILT	NP_777584.1
MEAF6	NP_073593.2
SMPD4	NP_060421.2
GMPPB	NP_037466.2
GMPPA	NP_995319.1
H2AFY	NP_613258.2
PDXDC1	NP_055842.2
PPBP	NP_002695.1
ERGIC3	NP_938408.1
ERGIC1	NP_001026881.1
KIAA0240	NP_056164.1
MED4	NP_054885.1
KIAA0564	NP_055873.1
NLRP2	NP_060322.1
NEK8	NP_835464.1
NOXO1	NP_751908.1
NUP205	NP_055950.1
NUP93	NP_055484.3
IGFBP4	NP_001543.2
POLR3H	NP_612211.1
PRUNE	NP_067045.1
RTCD1	AAH12604.1
IL6R	NP_000556.1
SEC61A1	NP_037468.1
SH3GLB2	NP_064530.1
MAP3K9	NP_149132.2
SH3YL1	NP_056492.2
SLC24A2	NP_065077.1
PAN3	NP_787050.4
ZNF330	NP_055302.1
ZNF558	NP_653294.1
R3HDM1	NP_056176.2
TUBA4	NP_079295.1
GPRC5C	NP_071319.2
TMEM147	NP_116024.1
PLEK	NP_002655.2
C17orf81	NP_056177.3
DZIP1	NP_945319.1
FAM21C	NP_056077.1
C11orf41	NP_036326.1
L3MBTL	NP_056293.4
SERPINA4	NP_006206.2
POLDIP3	NP_115687.2
HSPB9	NP_149971.1
POLE2	NP_002683.2
CST5	NP_001891.2
ATG16L1	NP_110430.5
SERPINB4	NP_002965.1
POLI	NP_009126.2
ETV7	NP_057219.1
CARD18	NP_067546.1
CARD17	NP_001007233.1
CLEC2D	NP_001004419.1
B9D1	NP_056496.1
IPO9	NP_060555.2
DUX4	NP_149418.3
BET1L	NP_001092257.1
CUX1	NP_853530.2
COL18A1	NP_569711.2
TOMM40	NP_006105.1
PGLYRP3	NP_443123.1
DCXR	NP_057370.1
PRICKLE1	NP_694571.2
ADAP2	NP_060874.1
AGAP1	NP_001032208.1
ITGB1BP3	NP_733778.1
RAET1E	NP_631904.1
CLEC4G	NP_940894.1
CTSC	NP_001805.3
FSD1	NP_077309.1
GGNBP2	NP_079111.1
OAZ3	NP_057262.1
GPHB5	NP_660154.2
GPHA2	NP_570125.1
ITLN1	NP_060095.2
NDRG2	NP_963293.1
SGMS1	NP_671512.1
PCNP	NP_065090.1
CTSE	NP_001901.1
RXFP3	NP_057652.1
HSD11B1L	NP_940935.1
SCUBE1	NP_766638.2
SCUBE2	NP_066025.1
SCUBE3	NP_689966.2
CDC25A	NP_001780.2
TSPYL4	NP_067680.3
ZNF396	NP_665699.1
ZNF397	NP_001128650.1
RSU1	NP_036557.1
PLCE1	NP_057425.3
CEBPD	NP_005186.2
MSX2	NP_002440.2
CDKN3	NP_005183.2
DBP	NP_001343.2
AHDC1	NP_001025053.1
SETD2	NP_054878.5
CEBPG	NP_001797.1
CDK3	NP_001249.1
CCND3	NP_001751.1
CCNE1	NP_001229.1
TK1	NP_003249.3
EPB49	NP_001969.2
CIZ1	NP_036259.2
RNF144B	NP_877434.2
PHPT1	NP_054891.2
CKS1B	NP_001817.1
CKS2	NP_001818.1
ST8SIA2	NP_006002.1
ST8SIA3	NP_056963.2
GADD45A	NP_001915.1
ERCC2	NP_000391.1
GFAP	NP_002046.1
KIF11	NP_004514.2
LMNA	CAA27173.1
MAP4	NP_002366.2
ST6GALNAC6	NP_038471.2
FOXM1	NP_973731.1
HSPD1	NP_002147.2
ALDH2	NP_000681.2
GC	NP_000574.2
C13orf15	NP_054778.2
STAC2	NP_945344.1
HSN2	NP_998820.1
ZCCHC13	NP_976048.1
MCM2	NP_004517.2
MCM7	NP_005907.3
KIR2DL5A	NP_065396.1
CDC27	NP_001107563.1
MYH9	NP_002464.1
BRCC3	NP_077308.1
PTPN9	NP_002824.1
ITGAL	NP_002200.2
POU2F1	NP_002688.2
COL4A3	NP_000082.2
POLR2H	NP_006223.2
POLR2B	NP_000929.1
HOXC10	NP_059105.2
POLR2L	NP_066951.1
POLR2I	NP_006224.1
NEFH	NP_066554.2
ADD2	NP_001608.1
CUX2	NP_056082.2
HMOX2	NP_002125.3
CDC2L2	NP_277073.1
PRCP	NP_955450.2
AGT	NP_000020.1
FCGR2A	NP_001129691.1
SSBP3	NP_663768.1
CAMK1D	NP_705718.1
SORCS1	NP_001013049.1
SUGT1	AAQ76039.1
GTF2H5	NP_997001.1
ERCC3	NP_000113.1
EPS8L1	NP_573441.2
IGF1R	NP_000866.1
ARPC2	NP_690601.1
ARPC4	NP_005709.1
OGDH	NP_002532.2
DLST	NP_001924.2
ITGB6	NP_000879.2
ITGB7	NP_000880.1
ITGB5	NP_002204.2
ANXA5	NP_001145.1
IGJ	NP_653247.1
KRT8	NP_002264.1
IL29	NP_742152.1
EPS8L2	BAB15180.1
LRDD	NP_665893.2
NFIX	NP_002492.2
CKM	NP_001815.2
ZFHX3	NP_008816.3
DNER	NP_620711.3
PLEKHG2	NP_073746.2
CDC42	NP_001782.1
HSFX1	NP_057237.1
BSN	NP_003449.2
BRD3	NP_031397.1
CSF3	NP_000750.1
GNAZ	NP_002064.1
ABLIM1	NP_002304.3
CFP	NP_002612.1
CFHR3	NP_066303.2
C8B	NP_000057.1
UTF1	NP_003568.2
DARS	NP_001340.2
MCM8	NP_115874.3
DSG2	NP_001934.2
SIM2	NP_005060.1
LTBP1	NP_996826.2
MYL2	NP_000423.2
KCNV1	NP_055194.1
KCNB2	NP_004761.2
CSH2	NP_066271.1
APOBEC2	NP_006780.1
RPSA	NP_002286.2
CABYR	NP_036321.2
CHMP2A	NP_055268.1
DGKH	NP_821077.1
DGKD	NP_690618.2
MITF	NP_937802.1
PCSK4	AAQ89322.1
IGF2	NP_001121070.1
KCND3	NP_004971.2
KCNIP2	NP_055406.2
EHMT2	NP_006700.3
HIST1H2BD	NP_619790.1
TCOF1	NP_001128715.1
DAZ4	NP_001005375.1
PPIL2	NP_680481.1
HIST3H2A	NP_254280.1
B4GALT1	NP_001488.2
HIST3H2BB	NP_778225.1
FOXO1	NP_002006.2
FOXP3	NP_054728.2
ERCC4	NP_005227.1
CSF2RB	NP_000386.1
MPO	NP_000241.1
GALE	NP_000394.2
MTHFD1	NP_005947.3
M6PR	NP_002346.1
PYGL	NP_002854.3
AMD1	NP_001625.2
NTF4	NP_006170.1
CXCL2	NP_002080.1
ADH7	NP_000664.2
ME2	NP_002387.1
SOD2	NP_000627.2
CD74	NP_001020330.1
CD46	NP_758869.1
KRT19	NP_002267.2
SRP54	NP_003127.1
NKIRAS1	NP_065078.1
NKIRAS2	NP_060065.2
S100A8	NP_002955.2
NME4	NP_005000.1
FCER1A	NP_001992.1
ITIH2	NP_002207.2
ACAD8	NP_055199.1
ACPP	NP_001127666.1
DNASE1	NP_005214.2
CHN1	NP_001813.1
DUSP13	NP_001007274.1
FBXO30	NP_115521.3
FCHO1	NP_055937.1
FGD6	NP_060821.3
DCAF6	NP_060912.2
NRAS	NP_002515.1
NUAK2	NP_112214.1
PLEKHJ1	NP_060519.1
RASL12	NP_057647.1
RHEBL1	NP_653194.1
TTC17	NP_060729.2
USP39	NP_006581.2
VEPH1	NP_078897.1
WDR61	NP_079510.1
ACY1	NP_000657.1
ADCYAP1R1	BAA04466.1
ADRA2A	NP_000672.3
DOT1L	NP_115871.1
AGGF1	NP_060516.2
APLP2	NP_001633.1
NR2F1	NP_005645.1
ALOX12	NP_000688.2
KRT5	NP_000415.2
APBB2	NP_775098.2
MAPRE3	NP_036458.2
ARF1	NP_001649.1
ARL14	NP_079323.1
ARFGAP3	NP_055385.3
ARHGAP8	NP_001017526.1
ARL5B	NP_848930.1
ATF7IP2	NP_079273.2
MBD1	NP_056671.2
EEF1E1	NP_004271.1
AUH	NP_001689.1
B3GAT1	NP_473366.1
BAG5	NP_001015049.1
CNKSR3	NP_775786.2
CRYAA	NP_000385.1
UBE2J1	NP_057105.2
KLHL1	NP_065917.1
LZTR1	NP_006758.2
RAB38	NP_071732.1
USP45	CAE47746.2
DCAF12	NP_056212.1
CD93	NP_036204.2
C1S	NP_958850.1
CA12	NP_001209.1
GLP1R	NP_002053.3
GLP2R	NP_004237.1
LHCGR	NP_000224.2
CCNC	NP_005181.2
CD209	NP_066978.1
CD69	NP_001772.1
CDK2AP2	NP_005842.1
CDKL1	NP_004187.2
LDOC1	NP_036449.1
CENPA	NP_001800.1
ACAP1	NP_055531.1
CHRM4	NP_000732.2
CHRNB2	NP_000739.1
PSEN1	NP_000012.1
CLUAP1	NP_055856.1
SACM1L	NP_054735.3
CREB1	NP_604391.1
IGF2R	NP_000867.2
CXXC1	AAH15733.1
UNC5B	NP_734465.2
DCLRE1C	NP_001029027.1
DOCK9	NP_056111.1
PREX2	NP_079146.2
DHCR24	NP_055577.1
MRPS34	NP_076425.1
PKIG	NP_861521.1
DRD5	NP_000789.1
DSG1	NP_001933.2
DSP	NP_004406.2
EIF2AK4	NP_001013725.2
EIF4ENIF1	NP_062817.2
ELP3	NP_060561.3
RBM23	NP_001070819.1
ETS1	NP_001137292.1
FBXL12	NP_060173.1
FBXO34	NP_060413.2
RBPJ	NP_005340.2
KY	NP_848649.3
SNRPE	NP_003085.1
GNB1	NP_002065.1
GNB3	NP_002066.1
GNG11	NP_004117.1
FAM193B	NP_061930.2
HDGF	NP_001119522.1
HIST2H2AC	NP_003508.1
ING2	NP_001555.1
INPP5B	NP_005531.2
LONRF3	NP_001027026.1
LINGO1	NP_116197.4
MLL	NP_005924.2
MYST1	AAH37773.1
WDR5	NP_060058.1
MYO3A	NP_059129.3
NAA16	NP_078837.3
NAT8	NP_003951.3
NAT9	NP_056469.2
PREB	NP_037520.1
PWP1	NP_008993.1
RAB14	NP_057406.2
RAB2B	NP_116235.2
RAB30	NP_055303.2
RNF130	NP_060904.2
RNF141	NP_057506.2
RNF146	BAB55196.1
RRH	NP_006574.1
RTDR1	NP_055248.1
SAMD8	NP_653261.1
SAT2	NP_597998.1
SAV1	NP_068590.1
CCNB3	NP_149020.2
TSSK3	NP_443073.1
SMAP1	NP_001037770.1
$ZBTB8$	NP_653222.2
TSSK4	NP_777604.2
STYXL1	NP_057170.1
WDR13	NP_060353.2
WDR33	NP_060853.3
ZNF208	NP_009084.1
HAMP	NP_066998.1
SLC40A1	NP_055400.1
GPSM1	NP_001139110.1
JARID2	NP_004964.2
TRPM4	NP_060106.2
RHOU	NP_067028.1
MYO1C	NP_001074248.1
BBC3	NP_001120712.1
CMPK1	NP_057392.1
PARP10	NP_116178.2
LATS2	NP_055387.2
PACS2	NP_001094383.1
USP1	NP_003359.3
FGF4	NP_001998.1
FGF7	NP_002000.1
RICTOR	NP_689969.2
TDP1	NP_060789.2
MX1	NP_002453.2
TRPC7	NP_065122.1
PGRMC1	NP_006658.1
RUSC2	NP_055621.1
KCNK1	NP_002236.1
SENP1	NP_055369.1
RARRES3	NP_004576.2
WDR4	NP_061139.2
ACTA2	NP_001604.1
CECR5	NP_149061.1
CD177	NP_065139.2
SLC37A1	NP_061837.3
SORD	NP_003095.2
COL1A2	NP_000080.2
AK2	NP_001616.1
KLK4	NP_004908.3
APEH	NP_001631.3
ACTG2	NP_001606.1
JMJD7-PLA2G4B	NP_005081.1
APOBEC3C	NP_055323.2
MT1F	NP_005940.1
MPDU1	NP_004861.2
ZC3H12A	NP_079355.2
FYTTD1	NP_115664.2
DES	NP_001918.3
DDX3Y	NP_004651.2
A2M	NP_000005.2
F13A1	NP_000120.2
G6PD	NP_000393.4
BCAT2	NP_001181.2
ADH1C	NP_000660.1
TYMS	NP_001062.1
APCS	NP_001630.1
GSTA1	NP_665683.1
MAOB	NP_000889.3
GNPDA1	NP_005462.1
GSTM2	NP_000839.1
CFD	NP_001919.2
GLA	NP_000160.1
DCPS	NP_054745.1
SESN2	NP_113647.1
SESN1	NP_055269.1
CLEC4M	NP_999840.1
RPL24	NP_000977.1
NADSYN1	NP_060631.2
GALNT13	NP_443149.2
USP21	NP_036607.3
NUP160	NP_056046.1
RPRD2	NP_056018.2
SDCCAG3	NP_001034796.1
FTH1	NP_002023.2
WNT1	NP_005421.1
AKT2	AAA36585.1
GART	NP_000810.1
CDK20	AAC98920.1
ICAM1	NP_000192.2
SETD8	NP_065115.3
PRC1	NP_003972.1
HPGDS	NP_055300.1
SPDYA	NP_877433.2
CXCL10	NP_001556.2
QRICH1	NP_060200.2
UCK2	NP_036606.2
PPCS	NP_078940.2
ANKHD1	NP_060217.1
FCER2	NP_001993.2
VPS25	NP_115729.1
CHMP1A	NP_001076783.1
CENPB	NP_001801.1
UROS	NP_000366.1
UAP1	NP_003106.3
ASL	NP_000039.2
HBZ	NP_005323.1
BNC2	NP_060107.3
DEFA1	NP_004075.1
DEFA3	NP_005208.1
IL12B	NP_002178.2
IL12A	NP_000873.2
CRABP2	NP_001869.1
HSD17B1	NP_000404.2
CNTF	NP_000605.1
IL5	NP_000870.1
HINT1	NP_005331.1
GYPA	NP_002090.2
CCL7	CAA50405.1
APOH	NP_000033.2
TPSB2	NP_077078.5
GSTT2	NP_000845.1
ICAM2	NP_000864.2
LGALS7	NP_002298.1
BMI1	NP_005171.4
KIR2DL2	NP_055034.2
GSTA4	NP_001503.1
MIF	NP_002406.1
NQO2	NP_000895.2
S100A3	NP_002951.1
PRSS3	NP_031369.2
BCAS1	NP_003648.2
LIMD1	NP_055055.1
CBS	NP_000062.1
BCL2L12	NP_619580.1
PMS2	NP_000526.1
HEXB	NP_000512.1
IL17F	NP_443104.1
HGF	NP_000592.3
ULBP3	NP_078794.1
NMNAT1	NP_073624.2
AARS	NP_001596.2
WARS	NP_004175.2
S100A9	NP_002956.1
GGH	NP_003869.1
PSPH	NP_004568.2
SH3BGR	NP_031367.1
UFSP2	NP_060829.2
NFE2L1	NP_003195.1
GPT	NP_005300.1
C11orf59	NP_060377.1
TINAGL1	NP_071447.1
ECHS1	NP_004083.3
RRP12	NP_055994.2
DAPP1	NP_055210.2
KLK6	NP_002765.1
ILF3	NP_060090.2
FUS	NP_004951.1
KAT5	NP_874369.1
CENPC1	NP_001803.2
DLEU1	NP_005878.1
IK	NP_006074.2
RNF31	NP_060469.4
ARIH2	NP_006312.1
C7orf20	NP_057033.2
CENPE	NP_001804.2
CRELD1	NP_001026887.1
OGFOD2	NP_078899.1
GSTO1	NP_004823.1
HNRNPH3	NP_036339.1
CCDC106	NP_037433.2
TELO2	NP_057195.2
C1orf174	NP_997239.2
NDUFA4L2	NP_064527.1
FAM135B	NP_056996.2
FAM173A	NP_076422.1
FAM101B	NP_874364.1
NAP1L5	NP_715638.1
CP	NP_000087.1
NDUFV2	NP_066552.2
PDCD5	NP_004699.1
PLEKHA4	NP_065955.2
EDNRA	NP_001948.1
IGFBP5	NP_000590.1
ITGA5	NP_002196.2
HBB	NP_000509.1
FBLN2	NP_001004019.1
NRG1	NP_039250.2
RPGR	NP_001030025.1
MYBPC1	NP_002456.2
FPR2	NP_001453.1
IPCEF1	NP_001124171.1
RPGRIP1	NP_065099.3
HTN3	NP_000191.1
SLC9A7	NP_115980.1
ABAT	NP_000654.2
SCAMP5	NP_620417.1
YY1AP1	NP_620829.1
SLC25A10	NP_036272.2
IFT88	NP_783195.2
RFX2	NP_000626.2
GSN	NP_000168.1
COL9A1	NP_001842.3
COMP	NP_000086.2
COL6A1	NP_001839.2
GCK	NP_277042.1
NF1	AAA59925.1
CYP3A4	NP_059488.2
UGT2B7	NP_001065.2
MGST1	NP_665734.1
MVK	NP_000422.1
IDUA	NP_000194.2
HOXA5	NP_061975.2
WNT2	NP_003382.1
DIO1	NP_000783.2
CCKAR	NP_000721.1
GLRB	NP_000815.1
AMELX	NP_872621.1
GSTM3	NP_000840.2
GSTM1	NP_000552.2
GSTM4	NP_000841.1
GSTA2	NP_000837.3
CCKBR	NP_795344.1
CXCL5	NP_002985.1
LALBA	NP_002280.1
DCN	NP_001911.1
DPT	NP_001928.2
EBF1	NP_076870.1
ENPEP	NP_001968.3
CSF1	NP_000748.3
NOX1	NP_008983.2
FBN2	NP_001990.2
ALPPL2	NP_112603.2
LGALS1	NP_002296.1
MSX1	NP_002439.2
FAM48A	NP_001014308.2
RUNX1	NP_001745.2
CETP	NP_000069.2
GH1	NP_000506.2
CHRNB4	NP_000741.1
GMPR	NP_006868.3
CYP11B2	NP_000489.3
CHRNA3	NP_000734.2
HES1	NP_005515.1
SLC16A2	NP_006508.1
SERPINA7	NP_000345.2
GKN2	NP_872342.2
BMP15	NP_005439.2
ANPEP	NP_001141.2
EMILIN1	NP_008977.1
KRT14	NP_000517.2
CHKA	NP_001268.2
C1RL	NP_057630.1
HP	NP_005134.1
CHRM2	NP_000730.1
HMOX1	NP_002124.1
POR	NP_000932.3
BLVRB	NP_000704.1
NID1	NP_002499.2
PC	NP_000911.2
GOT2	NP_002071.2
ANKZF1	NP_060559.2
PTCHD2	NP_065831.1
UMPS	NP_000364.1
C4BPB	NP_000707.1
TNFRSF8	NP_001234.2
ALK	NP_004295.2
SLC8A2	NP_055878.1
SLC8A3	NP_892114.1
HSD17B10	NP_004484.1
HBD	NP_000510.1
STOM	NP_004090.4
HBE1	NP_005321.1
GZMB	NP_004122.2
CHRM3	NP_000731.1
THY1	NP_006279.2
GJA3	NP_068773.2
CXCR1	NP_000625.1
MFAP2	NP_059453.1
RUNX1T1	NP_783552.1
DGUOK	NP_550438.1
ACTA1	NP_001091.1
CA3	NP_005172.1
APRT	NP_000476.1
MADCAM1	NP_570117.1
ADH1A	NP_000658.1
ADH5	NP_000662.3
EEF1A2	NP_001949.1
FCER1G	NP_004097.1
KIR2DL4	NP_002246.5
CHRNA2	NP_000733.2
TYR	NP_000363.1
TMOD1	NP_003266.1
SFTPB	NP_942140.1
MTM1	NP_000243.1
MTMR12	NP_061934.2
MAGEA1	NP_004979.3
ERCC6	NP_000115.1
VSNL1	NP_003376.2
CDX4	NP_005184.1
AMY1A	NP_004029.2
CHRNA5	NP_000736.2
IGF1	AAA52539.1
SAR1A	NP_064535.1
CTAG1B	NP_001318.1
HLA-DRB5	NP_002116.2
HLA-DRB4	NP_068818.4
ANK2	NP_001139.3
CLCN1	NP_000074.2
UROD	NP_000365.3
GPC3	NP_004475.1
KLHL8	NP_065854.3
OPN4	NP_001025186.1
HTR1F	NP_000857.1
CHRM1	NP_000729.2
KLHL12	NP_067646.1
SPRR1A	NP_005978.2
GUCA1A	NP_000400.2
CHRNA7	NP_000737.1
LMBR1L	NP_060583.2
CDY1	NP_004671.1
ADCY6	NP_056085.1
GABRA3	NP_000799.1
CHRDL1	NP_001137453.1
FGF13	NP_001132972.1
ADCY7	NP_001105.1
VIL1	NP_009058.2
ISG15	NP_005092.1
UBA7	NP_003326.2
CYBB	NP_000388.2
RPS2	NP_002943.2
DRD1	NP_000785.1
IFI6	NP_075011.1
MSLN	NP_037536.2
MUC16	NP_078966.2
ACADVL	NP_000009.1
S100A5	NP_002953.1
ADSS	NP_001117.2
AIF1	NP_001614.3
LCP1	NP_002289.2
TNFAIP6	NP_009046.2
MAOA	NP_000231.1
NDP	NP_000257.1
ATP5C1	NP_001001973.1
ATP5A1	NP_004037.1
ATP5B	NP_001677.2
GAP43	NP_001123536.1
HHIP	NP_071920.1
MAP1B	NP_005900.2
RS1	NP_000321.1
PHACTR1	NP_112210.1
CUGBP1	NP_001020767.1
NINJ1	NP_004139.2
PLOD2	NP_891988.1
ASAH1	NP_004306.3
SOD3	NP_003093.2
EPCAM	NP_002345.2
ALDH3A1	NP_000682.3
SAA2	NP_110381.2
ST6GAL1	NP_775323.1
CHML	NP_001812.2
CGA	NP_000726.1
COL10A1	NP_000484.2
COL12A1	NP_004361.3
COL13A1	NP_005194.3
CKMT2	NP_001816.2
CRYBA1	NP_005199.2
CRYBB2	NP_000487.1
CRYGC	NP_066269.1
IL10	NP_000563.1
CD55	NP_001108224.1
NQO1	NP_000894.1
EXT1	NP_000118.2
EXT2	NP_000392.2
GSTP1	NP_000843.1
FGA	NP_000499.1
FSHB	NP_000501.1
GSR	NP_000628.2
H2AFZ	NP_002097.1
HOXA10	NP_061824.3
MX2	NP_002454.1
LDHB	NP_002291.1
CGB	NP_000728.1
MDH2	NP_005909.2
MDH1	NP_005908.1
NEFL	NP_006149.2
NPY2R	NP_000901.1
POU2F2	NP_002689.1
LHB	NP_000885.1
DPEP1	NP_004404.1
DCT	NP_001123361.1
AGA	NP_000018.1
DBH	NP_000778.3
GLDC	NP_000161.2
LTC4S	NP_665874.1
MUT	NP_000246.2
GLUD2	NP_036216.2
LCN2	NP_005555.2
CCBL1	NP_004050.3
LGALS3BP	NP_005558.1
PPOX	NP_000300.1
CAPRIN1	NP_005889.3
CHI3L1	NP_001267.2
TBX3	NP_057653.3
ALCAM	NP_001618.2
METT11D1	NP_001025162.1
B4GALNT1	NP_001469.1
ERP29	NP_006808.1
SULT1C2	NP_789795.1
LIFR	NP_002301.1
CDSN	NP_001255.3
PDE2A	NP_002590.1
GP2	NP_001007241.2
PLOD3	NP_001075.1
CNTFR	NP_001833.1
SLC31A1	NP_001850.1
TRPM1	NP_002411.3
SLC24A1	NP_004718.1
RPS27	NP_001021.1
CER1	NP_005445.1
CCIN	NP_005884.2
SLC25A11	NP_003553.2
SIGLEC5	NP_003821.1
HPSE	NP_006656.2
STK17A	NP_004751.2
COX17	NP_005685.1
DGAT1	NP_036211.2
